vg,vd,ids
0,4,2.0269959e-6
0.0025,4,2.0673822e-06
0.0061833333,4,2.1281671e-06
0.011659222,4,2.2214313e-06
0.019800044,4,2.3667457e-06
0.031902732,4,2.5984123e-06
0.049895394,4,2.9808387e-06
0.076644486,4,3.6469751e-06
0.11605482,4,4.8994102e-06
0.16605482,4,7.1476707e-06
0.21605482,4,1.0452654e-05
0.26605482,4,1.5069843e-05
0.31605482,4,2.1006782e-05
0.36605482,4,2.8056938e-05
0.41605482,4,3.5955845e-05
0.46605482,4,4.450054e-05
0.5,4,5.060251e-05
