vg,vd,ids
0,3,1.1376964e-7
0.0025,3,1.1811422e-07
0.0061833333,3,1.2485096e-07
0.011659222,3,1.3566106e-07
0.019800044,3,1.5368966e-07
0.031902732,3,1.8558537e-07
0.049895394,3,2.4739278e-07
0.076404584,3,3.8373837e-07
0.11546146,3,7.5272626e-07
0.16546146,3,1.7966919e-06
0.21546146,3,4.0170272e-06
0.26546146,3,7.8963405e-06
0.31546146,3,1.3417548e-05
0.36546146,3,2.0207562e-05
0.41546146,3,2.8030033e-05
0.46546146,3,3.6734481e-05
0.5,3,4.3169808e-05
