vg,vd,ids
0,4.5,2.3988133e-6
0.0025,4.5,2.445065e-06
0.0061833333,4.5,2.514592e-06
0.011659222,4.5,2.6210716e-06
0.019800044,4.5,2.7865031e-06
0.031902732,4.5,3.0490864e-06
0.049895394,4.5,3.479457e-06
0.076644486,4.5,4.2204649e-06
0.11605482,4.5,5.5878973e-06
0.16605482,4.5,7.9798525e-06
0.21605482,4.5,1.14066e-05
0.26605482,4.5,1.6116815e-05
0.31605482,4.5,2.2124044e-05
0.36605482,4.5,2.9212707e-05
0.41605482,4.5,3.7122572e-05
0.46605482,4.5,4.5652784e-05
0.5,4.5,5.1733353e-05
