vg,vd,ids
0,2,1.1398785e-6
0.0025,2,1.1667064e-06
0.00615,2,1.2068905e-06
0.011576333,2,1.2689284e-06
0.019643482,2,1.3664966e-06
0.031636644,2,1.5241931e-06
0.049466477,2,1.7899193e-06
0.075735764,2,2.2627464e-06
0.11443918,2,3.1935721e-06
0.16443918,2,5.0130486e-06
0.21443918,2,7.8746833e-06
0.26443918,2,1.2073126e-05
0.31443918,2,1.7639497e-05
0.36443918,2,2.4384743e-05
0.41443918,2,3.2056694e-05
0.46443918,2,4.0424878e-05
0.5,2,4.6714177e-05
