vg,vd,ids
0,5,3.661709e-6
0.0025,5,3.7245172e-06
0.0061833333,5,3.8186171e-06
0.011659222,5,3.9620154e-06
0.019800044,5,4.1831654e-06
0.031902732,5,4.5303333e-06
0.049895394,5,5.0899119e-06
0.076644486,5,6.0293814e-06
0.11605482,5,7.6990846e-06
0.16605482,5,1.0475048e-05
0.21605482,5,1.4261724e-05
0.26605482,5,1.9280896e-05
0.31605482,5,2.5534121e-05
0.36605482,5,3.2811753e-05
0.41605482,5,4.0875991e-05
0.46605482,5,4.9515367e-05
0.5,5,5.564921e-05
