vg,vd,ids
0,4,4.0875233e-7
0.0025,4,4.2085441e-07
0.0061833333,4,4.3929718e-07
0.011659222,4,4.6811559e-07
0.019800044,4,5.1422771e-07
0.031902732,4,5.9064549e-07
0.049895394,4,7.2379082e-07
0.076644486,4,9.7285785e-07
0.11605482,4,1.4803905e-06
0.16605482,4,2.4409166e-06
0.21605482,4,3.8604296e-06
0.26605482,4,5.8343758e-06
0.31605482,4,8.4234706e-06
0.36605482,4,1.1646902e-05
0.41605482,4,1.5479638e-05
0.46605482,4,1.9876097e-05
0.5,4,2.315505e-05
