vg,vd,ids
0,1.5,8.5738627e-9
0.0025,1.5,9.0313745e-09
0.0061833333,1.5,9.7540472e-09
0.011659222,1.5,1.0946095e-08
0.019800044,1.5,1.3017099e-08
0.031902732,1.5,1.6910135e-08
0.049895394,1.5,2.5163907e-08
0.076404584,1.5,4.5938235e-08
0.11546146,1.5,1.1427423e-07
0.16546146,1.5,3.6881679e-07
0.21546146,1.5,1.1140964e-06
0.26546146,1.5,2.8908722e-06
0.31546146,1.5,6.1433091e-06
0.36546146,1.5,1.087584e-05
0.41546146,1.5,1.6790922e-05
0.46546146,1.5,2.3641116e-05
0.5,1.5,2.881598e-05
