vg,vd,ids
0,4.5,9.6577231e-6
0.0025,4.5,9.7669714e-06
0.0061833333,4.5,9.929474e-06
0.011659222,4.5,1.0174513e-05
0.019800044,4.5,1.0546625e-05
0.031902732,4.5,1.1117805e-05
0.049895394,4.5,1.200945e-05
0.076644486,4.5,1.344066e-05
0.11605482,4.5,1.5830774e-05
0.16605482,4.5,1.951053e-05
0.21605482,4.5,2.4148405e-05
0.26605482,4.5,2.9899603e-05
0.31605482,4.5,3.6743015e-05
0.36605482,4.5,4.4513792e-05
0.41605482,4.5,5.3004896e-05
0.46605482,4.5,6.203834e-05
0.5,4.5,6.8415877e-05
