vg,vd,ids
0,2,1.9406088e-8
0.0025,2,2.0289213e-08
0.0061833333,2,2.1671723e-08
0.011659222,2,2.392198e-08
0.019800044,2,2.7756155e-08
0.031902732,2,3.4761324e-08
0.049895394,2,4.9012501e-08
0.076404584,2,8.2862719e-08
0.11546146,2,1.8577464e-07
0.16546146,2,5.3393092e-07
0.21546146,2,1.463197e-06
0.26546146,2,3.5098839e-06
0.31546146,2,7.0484597e-06
0.36546146,2,1.2027922e-05
0.41546146,2,1.8139476e-05
0.46546146,2,2.5139722e-05
0.5,2,3.039601e-05
