vg,vd,ids
0,5,1.4139609e-5
0.0025,5,1.4272759e-05
0.0061833333,5,1.4470382e-05
0.011659222,5,1.4767418e-05
0.019800044,5,1.521634e-05
0.031902732,5,1.5900618e-05
0.049895394,5,1.695788e-05
0.076644486,5,1.8629725e-05
0.11605482,5,2.1361815e-05
0.16605482,5,2.5442447e-05
0.21605482,5,3.0425666e-05
0.26605482,5,3.6452253e-05
0.31605482,5,4.350627e-05
0.36605482,5,5.1432423e-05
0.41605482,5,6.0042786e-05
0.46605482,5,6.9168251e-05
0.5,5,7.5589176e-05
