vg,vd,ids
0,3,5.2266415e-7
0.0025,3,5.3737354e-07
0.0061833333,3,5.5979201e-07
0.011659222,3,5.948424e-07
0.019800044,3,6.5102829e-07
0.031902732,3,7.4456474e-07
0.049895394,3,9.0964759e-07
0.076404584,3,1.2254523e-06
0.11546146,3,1.920742e-06
0.16546146,3,3.4696257e-06
0.21546146,3,6.2023942e-06
0.26546146,3,1.0487979e-05
0.31546146,3,1.6322776e-05
0.36546146,3,2.3386864e-05
0.41546146,3,3.1395375e-05
0.46546146,3,4.0169122e-05
0.5,3,4.6599438e-05
