vg,vd,ids
0,1,3.0207018e-9
0.0025,1,3.2185098e-09
0.0061833333,1,3.5344995e-09
0.011659222,1,4.0642648e-09
0.019800044,1,5.0066913e-09
0.031902732,1,6.8390148e-09
0.049734025,1,1.0861093e-08
0.076005464,1,2.1561595e-08
0.11436177,1,5.884899e-08
0.16436177,1,2.1420535e-07
0.21436177,1,7.253384e-07
0.26436177,1,2.1005177e-06
0.31436177,1,4.8800287e-06
0.36436177,1,9.1856383e-06
0.41436177,1,1.4731345e-05
0.46436177,1,2.1252673e-05
0.5,1,2.6375618e-05
