vg,vd,ids
0,5,3.3777851e-6
0.0025,5,3.437308e-06
0.0061833333,5,3.5265442e-06
0.011659222,5,3.6626619e-06
0.019800044,5,3.8728752e-06
0.031902732,5,4.2035478e-06
0.049895394,5,4.7381973e-06
0.076644486,5,5.6397761e-06
0.11605482,5,7.2520766e-06
0.16605482,5,9.9534424e-06
0.21605482,5,1.3666995e-05
0.26605482,5,1.8620485e-05
0.31605482,5,2.4818021e-05
0.36605482,5,3.2048889e-05
0.41605482,5,4.0072408e-05
0.46605482,5,4.8674852e-05
0.5,5,5.4784751e-05
