vg,vd,ids
0,5,2.304539e-6
0.0025,5,2.3510312e-06
0.0061833333,5,2.4211252e-06
0.011659222,5,2.5289638e-06
0.019800044,5,2.6977141e-06
0.031902732,5,2.9686938e-06
0.049895394,5,3.4215174e-06
0.076644486,5,4.2275852e-06
0.11605482,5,5.798297e-06
0.16605482,5,8.7305067e-06
0.21605482,5,1.3084007e-05
0.26605482,5,1.9038757e-05
0.31605482,5,2.6416595e-05
0.36605482,5,3.4827679e-05
0.41605482,5,4.4046648e-05
0.46605482,5,5.395276e-05
0.5,5,6.1016297e-05
