vg,vd,ids
0,1,3.1142175e-8
0.0025,1,3.2502441e-08
0.00615,1,3.460394e-08
0.011576333,1,3.8003438e-08
0.019643482,1,4.3743322e-08
0.031636644,1,5.4083e-08
0.049466477,1,7.4655485e-08
0.075735764,1,1.2182269e-07
0.11443918,1,2.5745623e-07
0.16443918,1,6.9089713e-07
0.21443918,1,1.7784444e-06
0.26443918,1,4.0507457e-06
0.31443918,1,7.8442161e-06
0.36443918,1,1.3111124e-05
0.41443918,1,1.9568483e-05
0.46443918,1,2.6960286e-05
0.5,1,3.2675856e-05
