gate OuterVoltage,drain OuterVoltage,drain TotalCurrent
OuterVoltage,OuterVoltage,TotalCurrent
0,1.5,8.8427241e-9
0.0025,1.5,9.451373e-9
0.0061833333,1.5,1.0426801e-8
0.011659222,1.5,1.2069695e-8
0.019800044,1.5,1.5010992e-8
0.031902732,1.5,2.0778632e-8
0.049895394,1.5,3.3727803e-8
0.076404584,1.5,6.8755622e-8
0.11546146,1.5,1.9313849e-7
0.16546146,1.5,6.7599573e-7
0.21546146,1.5,2.0424597e-6
0.26546146,1.5,4.9752901e-6
0.31546146,1.5,9.6035404e-6
0.36546146,1.5,1.5615246e-5
0.41546146,1.5,2.2805781e-5
0.46546146,1.5,3.0968166e-5
0.5,1.5,3.7065372e-5

