gate OuterVoltage,drain OuterVoltage,drain TotalCurrent
OuterVoltage,OuterVoltage,TotalCurrent
0,3.5,1.198382e-6
0.0025,3.5,1.2266634e-6
0.0061833333,3.5,1.2694665e-6
0.011659222,3.5,1.33569e-6
0.019800044,3.5,1.440184e-6
0.031902732,3.5,1.6100317e-6
0.049895394,3.5,1.8988972e-6
0.076644486,3.5,2.4263414e-6
0.11605482,3.5,3.4943968e-6
0.16605482,3.5,5.6039704e-6
0.21605482,3.5,8.9551797e-6
0.26605482,3.5,1.3830488e-5
0.31605482,3.5,2.0177907e-5
0.36605482,3.5,2.7673078e-5
0.41605482,3.5,3.6033302e-5
0.46605482,3.5,4.509785e-5
0.5,3.5,5.1586788e-5

