gate OuterVoltage,drain OuterVoltage,drain TotalCurrent
OuterVoltage,OuterVoltage,TotalCurrent
0,0.5,1.5958799e-9
0.0025,0.5,1.7056917e-9
0.0061833333,0.5,1.8820423e-9
0.011659222,0.5,2.1800482e-9
0.019800044,0.5,2.7168624e-9
0.031902732,0.5,3.7817411e-9
0.049734025,0.5,6.2045678e-9
0.076005464,0.5,1.312674e-8
0.11436177,0.5,3.9762409e-8
0.16436177,0.5,1.6218224e-7
0.21436177,0.5,5.9580881e-7
0.26436177,0.5,1.8232095e-6
0.31436177,0.5,4.4046277e-6
0.36436177,0.5,8.5195359e-6
0.41436177,0.5,1.3916914e-5
0.46436177,0.5,2.0334024e-5
0.5,0.5,2.53994e-5

