gate OuterVoltage,drain OuterVoltage,drain TotalCurrent
OuterVoltage,OuterVoltage,TotalCurrent
0,2.5,5.5039164e-7
0.0025,2.5,5.6503145e-7
0.0061833333,2.5,5.8729075e-7
0.011659222,2.5,6.2196746e-7
0.019800044,2.5,6.7724922e-7
0.031902732,2.5,7.6854772e-7
0.049895394,2.5,9.2759973e-7
0.076644486,2.5,1.2289258e-6
0.11605482,2.5,1.8750382e-6
0.16605482,2.5,3.2605913e-6
0.21605482,2.5,5.6703062e-6
0.26605482,2.5,9.470297e-6
0.31605482,2.5,1.4733815e-5
0.36605482,2.5,2.1261657e-5
0.41605482,2.5,2.8771938e-5
0.46605482,2.5,3.7027573e-5
0.5,2.5,4.2981438e-5

