gate OuterVoltage,drain OuterVoltage,drain TotalCurrent
OuterVoltage,OuterVoltage,TotalCurrent
0,2.5,9.1839107e-8
0.0025,2.5,9.5068028e-8
0.0061833333,2.5,1.0004866e-7
0.011659222,2.5,1.0797816e-7
0.019800044,2.5,1.2104573e-7
0.031902732,2.5,1.4374351e-7
0.049895394,2.5,1.8653122e-7
0.076644486,2.5,2.782816e-7
0.11605482,2.5,5.1662242e-7
0.16605482,2.5,1.1734594e-6
0.21605482,2.5,2.6263008e-6
0.26605482,2.5,5.3746546e-6
0.31605482,2.5,9.6538582e-6
0.36605482,2.5,1.5317301e-5
0.41605482,2.5,2.2053764e-5
0.46605482,2.5,2.9623442e-5
0.5,2.5,3.5152309e-5

