gate OuterVoltage,drain OuterVoltage,drain TotalCurrent
OuterVoltage,OuterVoltage,TotalCurrent
0,3.5,2.2774948e-5
0.0025,3.5,2.2938681e-5
0.0061833333,3.5,2.3181018e-5
0.011659222,3.5,2.354377e-5
0.019800044,3.5,2.4088698e-5
0.031902732,3.5,2.4911937e-5
0.049895394,3.5,2.616742e-5
0.076644486,3.5,2.8115414e-5
0.11605482,3.5,3.121338e-5
0.16605482,3.5,3.5684729e-5
0.21605482,3.5,4.0962957e-5
0.26605482,3.5,4.7172005e-5
0.31605482,3.5,5.4290363e-5
0.36605482,3.5,6.2186918e-5
0.41605482,3.5,7.0692652e-5
0.46605482,3.5,7.9660828e-5
0.5,3.5,8.5944287e-5

